,rank,seasons,titlesWon,leaguesWon,divsWon1,divsWon2,divsWon3,cupsWon6,cupsWon5,cupsWon4,cupsWon3,cupsWon2,cupsWon1,cupsWon0,totalCupsWon,cupsEntered,cupWinPercent,promotions,relegations,wins,ties,losses,maxDivision,goals,goalsAgainst,averageGoalsPerGame,averageGoalsAgainstPerGame,cleanSheets,starLevel,agreggateRecord,clubName,clubId,currentDivision,rankingPoints,clubInfo,platform
122,9405,113,40,27,6,4,3,4,0,0,0,0,0,0,0,0,0,19,10,621,166,242,10,2426,1366,2.36,1.33,0,10,621-166-242,Fried Egg,3866338,10,9405,"{'name': 'Fried Egg', 'clubId': 3866338, 'regionId': 5457237, 'teamId': 110374, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '904183808', 'isCustomTeam': '0', 'customKitId': '7665', 'customAwayKitId': '7540', 'customKeeperKitId': '5000', 'kitColor1': '22436', 'kitColor2': '14358546', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '8237531', 'kitAColor2': '15921906', 'kitAColor3': '22436', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99010107'}}",xbox-series-xs
123,9398,157,89,78,4,4,3,0,0,0,0,0,0,0,0,0,0,11,3,998,195,216,10,3620,1420,2.57,1.01,0,10,998-195-216,iykykyk,2514353,9,9398,"{'name': 'iykykyk', 'clubId': 2514353, 'regionId': 4543827, 'teamId': 241, 'customKit': {'stadName': 'Johan Cruijff ArenA', 'kitId': '1974273', 'isCustomTeam': '0', 'customKitId': '7551', 'customAwayKitId': '7509', 'customKeeperKitId': '5000', 'kitColor1': '22436', 'kitColor2': '14358546', 'kitColor3': '16045584', 'kitColor4': '16045584', 'kitAColor1': '14935011', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '16244746', 'crestAssetId': '99110702'}}",xbox-series-xs
124,9351,53,33,24,3,3,3,2,0,0,0,0,0,0,0,0,0,10,1,338,64,63,10,1253,519,2.69,1.12,0,10,338-64-63,Smoke x,12750267,10,9351,"{'name': 'Smoke x', 'clubId': 12750267, 'regionId': 4543827, 'teamId': 111455, 'customKit': {'stadName': 'Smoke x Palace', 'kitId': '913039360', 'isCustomTeam': '0', 'customKitId': '7533', 'customAwayKitId': '7640', 'customKeeperKitId': '5010', 'kitColor1': '396864', 'kitColor2': '16464712', 'kitColor3': '11194602', 'kitColor4': '16774144', 'kitAColor1': '11670838', 'kitAColor2': '11194602', 'kitAColor3': '12702174', 'kitAColor4': '16774144', 'dCustomKit': '0', 'crestColor': '116423', 'crestAssetId': '99161205'}}",xbox-series-xs
125,9322,80,31,20,5,3,3,0,0,0,0,0,0,0,0,0,0,16,7,464,91,160,10,1883,1011,2.63,1.41,0,10,464-91-160,Football Family,6528198,10,9322,"{'name': 'Football Family', 'clubId': 6528198, 'regionId': 4344147, 'teamId': 47, 'customKit': {'stadName': 'Family Park', 'kitId': '385024', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160119'}}",xbox-series-xs
126,9270,42,31,23,1,4,3,0,0,0,0,0,0,0,0,0,0,9,0,291,39,37,10,1079,317,2.94,0.86,0,10,291-39-37,Pukka Utd,7658313,10,9270,"{'name': 'Pukka Utd', 'clubId': 7658313, 'regionId': 4344147, 'teamId': 243, 'customKit': {'stadName': 'Pukka Place', 'kitId': '3981312', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99161021'}}",xbox-series-xs
127,9242,189,147,138,2,4,3,2,0,1,1,0,0,0,2,2,100,9,0,1349,161,155,10,5068,1712,3.04,1.03,0,10,1349-161-155,AFC Wickford,2547218,10,9242,"{'name': 'AFC Wickford', 'clubId': 2547218, 'regionId': 4344147, 'teamId': 111397, 'customKit': {'stadName': 'Fratton Park', 'kitId': '912564225', 'isCustomTeam': '0', 'customKitId': '7648', 'customAwayKitId': '7649', 'customKeeperKitId': '5014', 'kitColor1': '7192366', 'kitColor2': '13979995', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '7122142', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '16777215', 'crestAssetId': '99140203'}}",xbox-series-xs
128,9235,103,79,70,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,734,77,101,10,2810,837,3.08,0.92,0,10,734-77-101,Dream Team X1,13334822,10,9235,"{'name': 'Dream Team X1', 'clubId': 13334822, 'regionId': 4344147, 'teamId': 112172, 'customKit': {'stadName': 'Olympiastadion', 'kitId': '918913027', 'isCustomTeam': '0', 'customKitId': '7616', 'customAwayKitId': '7645', 'customKeeperKitId': '5020', 'kitColor1': '4920087', 'kitColor2': '1841428', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '1841428', 'kitAColor2': '16774144', 'kitAColor3': '1841428', 'kitAColor4': '1841428', 'dCustomKit': '0', 'crestColor': '16777215', 'crestAssetId': '99140208'}}",xbox-series-xs
129,9177,122,69,60,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,774,155,163,10,2859,1157,2.62,1.06,0,10,774-155-163,BoomBoysFc,4313038,10,9177,"{'name': 'BoomBoysFc', 'clubId': 4313038, 'regionId': 4543827, 'teamId': 78, 'customKit': {'stadName': 'The Valley', 'kitId': '638977', 'isCustomTeam': '0', 'customKitId': '7649', 'customAwayKitId': '7649', 'customKeeperKitId': '5010', 'kitColor1': '2164288', 'kitColor2': '15921906', 'kitColor3': '14358546', 'kitColor4': '14358546', 'kitAColor1': '15130831', 'kitAColor2': '16464712', 'kitAColor3': '16464712', 'kitAColor4': '16464712', 'dCustomKit': '0', 'crestColor': '13574250', 'crestAssetId': '99090502'}}",xbox-series-xs
130,9167,104,85,76,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,752,72,84,10,3446,1374,3.80,1.51,0,10,752-72-84,Formality,1689633,10,9167,"{'name': 'Formality', 'clubId': 1689633, 'regionId': 4344147, 'teamId': 175, 'customKit': {'stadName': 'Estadio San Mamés', 'kitId': '1433601', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160317'}}",xbox-series-xs
131,9123,122,65,55,3,4,3,0,0,0,0,0,0,0,0,0,0,12,3,772,158,171,10,3004,1403,2.73,1.27,0,10,772-158-171,Top Flight FC,2206683,10,9123,"{'name': 'Top Flight FC', 'clubId': 2206683, 'regionId': 5723475, 'teamId': 1824, 'customKit': {'stadName': 'FAMILY', 'kitId': '29884417', 'isCustomTeam': '0', 'customKitId': '7852', 'customAwayKitId': '7800', 'customKeeperKitId': '5006', 'kitColor1': '15921906', 'kitColor2': '858211', 'kitColor3': '1256053', 'kitColor4': '396864', 'kitAColor1': '1256053', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '1', 'crestColor': '1987272', 'crestAssetId': '99160228'}}",xbox-series-xs
132,9114,124,84,76,1,4,3,0,0,0,0,0,0,0,0,0,0,9,0,840,117,155,10,3695,1513,3.32,1.36,0,10,840-117-155,EGOLIFT,680558,10,9114,"{'name': 'EGOLIFT', 'clubId': 680558, 'regionId': 4344147, 'teamId': 278, 'customKit': {'stadName': 'Emirates Stadium', 'kitId': '2277376', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5018', 'kitColor1': '16774144', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '16244746', 'crestAssetId': '99120701'}}",xbox-series-xs
133,9097,61,44,34,3,4,3,0,0,0,0,0,0,0,0,0,0,11,2,409,52,68,10,1610,614,3.04,1.16,0,10,409-52-68,Get a grip,8925803,10,9097,"{'name': 'Get a grip', 'clubId': 8925803, 'regionId': 4344147, 'teamId': 114640, 'customKit': {'stadName': 'San Siro', 'kitId': '939130880', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160827'}}",xbox-series-xs
134,9064,112,78,69,2,4,3,0,0,0,0,0,0,0,0,0,0,10,1,766,109,140,10,3014,1174,2.97,1.16,0,10,766-109-140,§ß FC,2920898,10,9064,"{'name': '§ß FC', 'clubId': 2920898, 'regionId': 4543827, 'teamId': 1909, 'customKit': {'stadName': 'BORUSSIA-PARK', 'kitId': '15638528', 'isCustomTeam': '0', 'customKitId': '7643', 'customAwayKitId': '7627', 'customKeeperKitId': '5020', 'kitColor1': '1841428', 'kitColor2': '11670838', 'kitColor3': '14935011', 'kitColor4': '10066329', 'kitAColor1': '15130831', 'kitAColor2': '1841428', 'kitAColor3': '14277081', 'kitAColor4': '8654629', 'dCustomKit': '0', 'crestColor': '13179675', 'crestAssetId': '99160502'}}",xbox-series-xs
135,9016,35,31,22,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,249,18,29,10,1083,330,3.66,1.11,0,10,249-18-29,Kid Beetrs,15058860,10,9016,"{'name': 'Kid Beetrs', 'clubId': 15058860, 'regionId': 4543827, 'teamId': 113057, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '926162944', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160102'}}",xbox-series-xs
136,8968,131,61,50,4,4,3,0,0,0,0,0,0,0,0,0,0,15,6,791,157,236,10,3167,1469,2.67,1.24,0,10,791-157-236,path2glory,14110355,10,8968,"{'name': 'path2glory', 'clubId': 14110355, 'regionId': 5457237, 'teamId': 245, 'customKit': {'stadName': 'Allianz Stadium', 'kitId': '2007043', 'isCustomTeam': '0', 'customKitId': '7630', 'customAwayKitId': '7630', 'customKeeperKitId': '5027', 'kitColor1': '22436', 'kitColor2': '33627', 'kitColor3': '16774144', 'kitColor4': '15921906', 'kitAColor1': '11670838', 'kitAColor2': '1482375', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99160116'}}",xbox-series-xs
137,8937,113,76,66,3,4,3,0,0,0,0,0,0,0,0,0,0,11,2,751,111,130,10,2996,1231,3.02,1.24,0,10,751-111-130,I Jinkz Squad I,99478,10,8937,"{'name': 'I Jinkz Squad I', 'clubId': 99478, 'regionId': 5723475, 'teamId': 113394, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '928923648', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160328'}}",xbox-series-xs
138,8925,198,126,118,2,4,2,2,0,0,0,0,0,0,0,0,0,14,5,1334,182,279,10,5433,2250,3.03,1.25,0,10,1334-182-279,Goalaxy,2921768,10,8925,"{'name': 'Goalaxy', 'clubId': 2921768, 'regionId': 5723475, 'teamId': 247, 'customKit': {'stadName': 'Goalaxy Field', 'kitId': '2023424', 'isCustomTeam': '0', 'customKitId': '7648', 'customAwayKitId': '7624', 'customKeeperKitId': '5026', 'kitColor1': '4002593', 'kitColor2': '12762028', 'kitColor3': '15921906', 'kitColor4': '16687883', 'kitAColor1': '15921906', 'kitAColor2': '14935011', 'kitAColor3': '592397', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160125'}}",xbox-series-xs
139,8856,47,35,26,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,313,58,49,10,1213,478,2.89,1.14,0,10,313-58-49,FIFA 17 BROS,338683,10,8856,"{'name': 'FIFA 17 BROS', 'clubId': 338683, 'regionId': 4543827, 'teamId': 983, 'customKit': {'stadName': 'Ghana Is Here', 'kitId': '16105472', 'isCustomTeam': '0', 'customKitId': '7525', 'customAwayKitId': '7509', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '1909296', 'kitColor3': '1909296', 'kitColor4': '592397', 'kitAColor1': '15921906', 'kitAColor2': '14935011', 'kitAColor3': '14935011', 'kitAColor4': '14935011', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160118'}}",xbox-series-xs
140,8821,90,58,50,2,3,3,6,0,1,2,0,0,0,3,3,100,9,0,599,97,113,10,2465,1109,3.05,1.37,0,10,599-97-113,Pontefract FC,9198,10,8821,"{'name': 'Pontefract FC', 'clubId': 9198, 'regionId': 4344147, 'teamId': 12, 'customKit': {'stadName': 'Riverside Stadium', 'kitId': '98304', 'isCustomTeam': '0', 'customKitId': '7511', 'customAwayKitId': '7511', 'customKeeperKitId': '5012', 'kitColor1': '2704542', 'kitColor2': '15921906', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '14358546', 'kitAColor2': '592397', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '1987272', 'crestAssetId': '99160429'}}",xbox-series-xs
141,8791,37,20,11,2,4,3,0,0,0,0,0,0,0,0,0,0,9,0,231,30,54,10,835,361,2.65,1.15,0,10,231-30-54,POR7UGOAL,3299483,10,8791,"{'name': 'POR7UGOAL', 'clubId': 3299483, 'regionId': 4543827, 'teamId': 115682, 'customKit': {'stadName': 'Cívitas METROPOLITANO', 'kitId': '947666945', 'isCustomTeam': '0', 'customKitId': '7633', 'customAwayKitId': '7509', 'customKeeperKitId': '5020', 'kitColor1': '3554112', 'kitColor2': '16687883', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160105'}}",xbox-series-xs
142,8751,126,68,57,4,4,3,1,0,1,2,0,0,0,3,7,42,11,2,788,149,181,10,3176,1394,2.84,1.25,0,10,788-149-181,Dont Have Name,8336263,10,8751,"{'name': 'Dont Have Name', 'clubId': 8336263, 'regionId': 5457237, 'teamId': 112541, 'customKit': {'stadName': 'Do Have Name', 'kitId': '921935872', 'isCustomTeam': '1', 'customKitId': '7643', 'customAwayKitId': '7673', 'customKeeperKitId': '5011', 'kitColor1': '12525622', 'kitColor2': '14935011', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '16774144', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160112'}}",xbox-series-xs
143,8748,28,28,19,2,4,3,0,0,0,1,0,0,0,1,5,20,9,0,206,14,5,10,645,82,2.87,0.36,0,10,206-14-5,Elusive Futball,12508302,10,8748,"{'name': 'Elusive Futball', 'clubId': 12508302, 'regionId': 5457237, 'teamId': 243, 'customKit': {'stadName': 'Emirates Stadium', 'kitId': '3981312', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160402'}}",xbox-series-xs
144,8747,41,11,1,4,3,3,1,0,0,0,0,0,0,0,0,0,11,2,213,62,81,10,879,502,2.47,1.41,0,10,213-62-81,FC Chop,6490638,10,8747,"{'name': 'FC Chop', 'clubId': 6490638, 'regionId': 4543827, 'teamId': 5, 'customKit': {'stadName': 'CHOP', 'kitId': '40960', 'isCustomTeam': '0', 'customKitId': '7625', 'customAwayKitId': '7616', 'customKeeperKitId': '5020', 'kitColor1': '1909296', 'kitColor2': '7192366', 'kitColor3': '15921906', 'kitColor4': '7192366', 'kitAColor1': '7122142', 'kitAColor2': '15130831', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160108'}}",xbox-series-xs
145,8714,40,18,9,2,4,3,1,0,0,0,0,0,0,0,0,0,9,0,235,40,80,10,975,511,2.75,1.44,0,10,235-40-80,Champgne FC,8052198,10,8714,"{'name': 'Champgne FC', 'clubId': 8052198, 'regionId': 4543827, 'teamId': 243, 'customKit': {'stadName': 'Stadion 23. Maj', 'kitId': '3981312', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160102'}}",xbox-series-xs
146,8713,30,17,11,1,2,3,0,0,0,0,0,0,0,0,0,0,10,1,188,29,56,10,797,364,2.92,1.33,0,10,188-29-56,Gifted FC,15823875,10,8713,"{'name': 'Gifted FC', 'clubId': 15823875, 'regionId': 4543827, 'teamId': 11, 'customKit': {'stadName': 'Old Trafford', 'kitId': '90112', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160222'}}",xbox-series-xs
147,8662,203,104,90,7,4,3,0,0,0,0,0,0,0,0,2,0,20,11,1247,227,355,10,4973,2422,2.72,1.32,0,10,1247-227-355,Big milann,11295582,10,8662,"{'name': 'Big milann', 'clubId': 11295582, 'regionId': 5064001, 'teamId': 47, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '770048', 'isCustomTeam': '0', 'customKitId': '7629', 'customAwayKitId': '7852', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '15245824', 'kitColor3': '1256053', 'kitColor4': '16687883', 'kitAColor1': '14935011', 'kitAColor2': '592397', 'kitAColor3': '14358546', 'kitAColor4': '14358546', 'dCustomKit': '1', 'crestColor': '16244746', 'crestAssetId': '99020707'}}",xbox-series-xs
148,8648,80,22,10,6,3,3,0,0,0,0,0,0,0,0,0,0,19,10,408,104,209,10,1491,912,2.07,1.26,0,10,408-104-209,Iconic Boyz,33293,10,8648,"{'name': 'Iconic Boyz', 'clubId': 33293, 'regionId': 5457237, 'teamId': 1, 'customKit': {'stadName': 'ICB Stadium', 'kitId': '8192', 'isCustomTeam': '0', 'customKitId': '7536', 'customAwayKitId': '7648', 'customKeeperKitId': '5011', 'kitColor1': '14358546', 'kitColor2': '592397', 'kitColor3': '15130831', 'kitColor4': '15130831', 'kitAColor1': '15921906', 'kitAColor2': '14358546', 'kitAColor3': '592397', 'kitAColor4': '592397', 'dCustomKit': '0', 'crestColor': '13179675', 'crestAssetId': '99160528'}}",xbox-series-xs
149,8644,139,51,36,9,3,3,0,0,0,0,0,0,0,0,0,0,22,13,787,169,318,10,3430,2141,2.69,1.68,0,10,787-169-318,zabba,685263,10,8644,"{'name': 'zabba', 'clubId': 685263, 'regionId': 5457237, 'teamId': 219, 'customKit': {'stadName': 'santiago banyolista', 'kitId': '1794051', 'isCustomTeam': '0', 'customKitId': '7539', 'customAwayKitId': '7509', 'customKeeperKitId': '5006', 'kitColor1': '15921906', 'kitColor2': '1713203', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '16464712', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160325'}}",xbox-series-xs
150,8624,181,92,76,9,4,3,2,0,1,1,0,0,0,2,6,33,17,8,1122,196,299,10,5004,2433,3.09,1.50,0,10,1122-196-299,group post fc,11190787,10,8624,"{'name': 'group post fc', 'clubId': 11190787, 'regionId': 4543827, 'teamId': 247, 'customKit': {'stadName': 'Brexit Road', 'kitId': '2023427', 'isCustomTeam': '0', 'customKitId': '7633', 'customAwayKitId': '7628', 'customKeeperKitId': '5004', 'kitColor1': '15921906', 'kitColor2': '6379598', 'kitColor3': '15101200', 'kitColor4': '15101200', 'kitAColor1': '592397', 'kitAColor2': '1841428', 'kitAColor3': '15101200', 'kitAColor4': '15101200', 'dCustomKit': '0', 'crestColor': '0', 'crestAssetId': '99160121'}}",xbox-series-xs
151,8619,33,33,24,2,4,3,0,0,1,0,0,0,0,1,1,100,9,0,250,2,0,10,976,94,3.87,0.37,0,10,250-2-0,Visualise,14164610,10,8619,"{'name': 'Visualise', 'clubId': 14164610, 'regionId': 5457237, 'teamId': 205, 'customKit': {'stadName': 'Orange Vélodrome', 'kitId': '1679360', 'isCustomTeam': '0', 'customKitId': '7509', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160127'}}",xbox-series-xs
152,8588,31,19,11,1,4,3,0,0,0,0,0,0,0,0,2,0,10,1,194,27,59,10,681,303,2.43,1.08,0,10,194-27-59,You Lot Honk,11383807,10,8588,"{'name': 'You Lot Honk', 'clubId': 11383807, 'regionId': 4543827, 'teamId': 1387, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '22724608', 'isCustomTeam': '0', 'customKitId': '7520', 'customAwayKitId': '7600', 'customKeeperKitId': '5020', 'kitColor1': '592397', 'kitColor2': '15101200', 'kitColor3': '592397', 'kitColor4': '1909296', 'kitAColor1': '2164288', 'kitAColor2': '16774144', 'kitAColor3': '592397', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '9127890', 'crestAssetId': '99160907'}}",xbox-series-xs
153,8570,49,22,13,3,3,3,0,0,0,0,0,0,0,0,0,0,12,3,282,59,96,10,1166,613,2.67,1.40,0,10,282-59-96,electroniic,2610103,10,8570,"{'name': 'electroniic', 'clubId': 2610103, 'regionId': 4543827, 'teamId': 111708, 'customKit': {'stadName': 'El Alcoraz', 'kitId': '1830223873', 'isCustomTeam': '1', 'customKitId': '7518', 'customAwayKitId': '7528', 'customKeeperKitId': '5010', 'kitColor1': '3554112', 'kitColor2': '22436', 'kitColor3': '14358546', 'kitColor4': '14358546', 'kitAColor1': '8237531', 'kitAColor2': '9838384', 'kitAColor3': '15921906', 'kitAColor4': '9838384', 'dCustomKit': '1', 'crestColor': '13179675', 'crestAssetId': '99030506'}}",xbox-series-xs
154,8559,66,26,17,2,4,3,0,0,0,0,0,0,0,0,0,0,11,2,373,77,125,10,1379,730,2.40,1.27,0,10,373-77-125,SillySausagesFC,6635563,10,8559,"{'name': 'SillySausagesFC', 'clubId': 6635563, 'regionId': 4344147, 'teamId': 605, 'customKit': {'stadName': 'Cívitas METROPOLITANO', 'kitId': '9912320', 'isCustomTeam': '0', 'customKitId': '7672', 'customAwayKitId': '7852', 'customKeeperKitId': '5012', 'kitColor1': '2704542', 'kitColor2': '592397', 'kitColor3': '15921906', 'kitColor4': '15921906', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '592397', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '16495884', 'crestAssetId': '99070811'}}",xbox-series-xs
155,8527,55,27,15,5,4,3,0,0,0,0,0,0,0,0,1,0,13,4,309,61,108,10,1200,673,2.51,1.41,0,10,309-61-108,pop rocks,14055415,10,8527,"{'name': 'pop rocks', 'clubId': 14055415, 'regionId': 4543827, 'teamId': 1947, 'customKit': {'stadName': 'El Libertador', 'kitId': '15810561', 'isCustomTeam': '0', 'customKitId': '7533', 'customAwayKitId': '7600', 'customKeeperKitId': '5010', 'kitColor1': '592397', 'kitColor2': '1482375', 'kitColor3': '1482375', 'kitColor4': '1482375', 'kitAColor1': '2164288', 'kitAColor2': '14655653', 'kitAColor3': '8654629', 'kitAColor4': '1482375', 'dCustomKit': '1', 'crestColor': '0', 'crestAssetId': '99160106'}}",xbox-series-xs
156,8506,127,43,26,8,6,3,0,0,0,0,0,0,0,0,0,0,23,14,670,197,287,10,2659,1530,2.30,1.33,0,10,670-197-287,Austin   FC,1518283,10,8506,"{'name': 'Austin   FC', 'clubId': 1518283, 'regionId': 4543827, 'teamId': 114161, 'customKit': {'stadName': 'Elland Road', 'kitId': '935206912', 'isCustomTeam': '1', 'customKitId': '7630', 'customAwayKitId': '7630', 'customKeeperKitId': '5010', 'kitColor1': '592397', 'kitColor2': '15921906', 'kitColor3': '1336871', 'kitColor4': '15921906', 'kitAColor1': '15921906', 'kitAColor2': '1336871', 'kitAColor3': '592397', 'kitAColor4': '1336871', 'dCustomKit': '1', 'crestColor': '1611589', 'crestAssetId': '99160625'}}",xbox-series-xs
157,8473,57,28,15,6,4,3,0,0,0,0,0,0,0,0,0,0,13,4,340,69,107,10,1744,880,3.38,1.71,0,10,340-69-107,ratbat,10975167,10,8473,"{'name': 'ratbat', 'clubId': 10975167, 'regionId': 4543827, 'teamId': 1335, 'customKit': {'stadName': 'Estadio Santiago Bernabéu', 'kitId': '21872640', 'isCustomTeam': '0', 'customKitId': '7536', 'customAwayKitId': '7509', 'customKeeperKitId': '5013', 'kitColor1': '15921906', 'kitColor2': '592397', 'kitColor3': '592397', 'kitColor4': '592397', 'kitAColor1': '592397', 'kitAColor2': '15921906', 'kitAColor3': '15921906', 'kitAColor4': '15921906', 'dCustomKit': '0', 'crestColor': '-1', 'crestAssetId': '99160919'}}",xbox-series-xs
